deweyClass,bibNumber,title,DATE(cout),COUNT(bibNumber)
133.1,2619333,"Seeking spirits the lost cases of the Atlantic Paranormal Society",2009-11-28,64
133.53,714471,"Interpreting the aspects",2009-12-07,1
131,2623552,"Reiki for spiritual healing",2009-12-10,91
133.5861,2620737,"Planetary apothecary an astrological approach to health and wellness",2009-12-10,105
133.8,2619261,"truth about psychics",2009-12-11,114
133.89,2623562,"When animals speak techniques for bonding with animal companions",2009-12-12,71
133.91,2623497,"Fringe dweller on the night shift true stories from an afterlife paramedic",2009-12-16,46
133.53042,2623516,"Houses of the horoscope",2009-12-17,96
133.1,2620218,"Ghost hunters",2009-12-21,75
133.335,2625985,"Love by the numbers how to find great love or reignite the love you have through the power of numerology",2009-12-29,162
133.10979,2615521,"Washingtons haunted hotspots",2009-12-31,354
133.91,2626498,"Writing the divine how to use channeling for soul growth healing experience 33 lessons for divine guidance",2010-01-07,63
130,2612717,"other side a teens guide to ghost hunting and the paranormal",2010-01-08,24
136.72,82197,"Logical thinking in children research based on Piagets theory",2010-01-15,1
136.791,68090,"Eskimo childhood and interpersonal relationships Nunivak biographies and genealogies",2010-01-20,1
133.3092,2629987,"Nostradamus files",2010-01-22,528
131.32,92145,"anatomy of mental illness the scientific basis of primal therapy",2010-01-26,5
136.76,45293,"feeling child",2010-01-26,3
133.1,2627263,Ghosts,2010-01-30,89
133.9013,2632614,"Evidence of the afterlife the science of near death experiences",2010-02-01,228
133.4203,2627393,"encyclopedia of demons and demonology",2010-02-03,56
133.91,2622122,"Spirited connect to the guides all around you",2010-02-04,190
130,2634447,"body mind spirit miscellany the ultimate collection of fascinations facts truths and insights",2010-02-11,37
133.3337,1951572,"Diccionario de feng shui",2010-02-16,1
133.442,2638569,"love alchemists notebook magical secrets for drawing your true love into your life",2010-02-27,71
131,2627336,"ThÃ¢Â€Âœng diep cua cÃ‚Â c chÃ†Â’n su khai thÃ‚Â c nguon suc manh cua tÃ‚Ânh yÃ‹Â†u thuong",2010-03-01,25
133,986936,"psychic world of Peter Hurkos",2010-03-01,2
138,2627323,"NhÃ†Â’n tuong phÃ‚Â£ nghiÃ‹Â†n cuu van hÃ‚Â¢a truyen thong",2010-03-06,41
135.3,2639425,"What are dreams",2010-03-07,970
133.5925,2626531,"2009 feng shui sheng jing sui ci ji chou nian kai yun zhao cai nong min li",2010-03-09,59
133.8092,2641006,"Growing up psychic from skeptic to believer",2010-03-10,85
133.93,2645244,"Interviu so Stalinym god 2006 sekretnye memuary informatsiia o proshlom i budushchem Rossii",2010-03-18,34
133.423,2645537,"Real vampires night stalkers and creatures from the darkside",2010-03-21,66
133.32424,2645593,"tarot bible the definitive guide to the cards and spreads",2010-03-25,200
131,2643419,"Healing chakras awaken your bodys energy system for complete health happiness and peace",2010-03-25,121
133.84,2646242,"Second sight an intuitive psychiatrist tells her extraordinary story and shows you how to tap your own inner wisdom",2010-03-30,183
133.4,160446,"Narratives of the witchcraft cases 1648 1706",2010-03-31,1
133.3,2647242,"Nostradamus effect The complete season one",2010-04-12,375
133.42,2650250,"Amityville horror",2010-04-13,125
131,276084,"Three thousand years of mental healing",2010-04-14,1
131,296194,"self you have to live with",2010-04-14,1
133.93,2648636,"Mensajes de tus Ã‚Â ngeles lo que tus Ã‚Â ngeles quieren que sepas",2010-04-19,40
133.58158,2649916,"secret language of relationships your complete personology guide to any relationship with anyone",2010-04-19,103
133.93,2648648,"Terapia con Ã‚Â ngels mensajes que te ayudar a sanar todas y cada una de las Ã‚Â reas de tu vida",2010-04-20,37
130,2653288,"Haunted histories collection Dracula witches voodoo and exorcism Disc 1 3",2010-04-21,385
133.10973,2653287,"Haunted histories collection Americas most haunted places Disc 4 5",2010-04-21,371
133.10973,2653286,"Haunted histories collection Americas most haunted places Disc 1 3",2010-04-22,279
130.973,2614748,"Haunted histories collection Volume 2 Disc 4 5 the real stories behind hauntings zombies and voodoo rituals",2010-04-22,231
133.8,2634680,"truth about psychics",2010-04-22,61
130.973,2614747,"Haunted histories collection Volume 2 Disc 1 3 the real stories behind hauntings zombies and voodoo rituals",2010-04-23,259
130,2653289,"Haunted histories collection Dracula witches voodoo and exorcism Disc 4 5",2010-04-23,256
133.8,2646221,"Mysteries of the mind",2010-04-26,44
136.71,708999,"Patterns of mothering maternal influence during infancy",2010-04-26,2
133.3,2646216,"Mysterious predictions",2010-04-27,43
133.91092,2653002,"spirit whisperer chronicles of a medium",2010-05-03,74
133.93,2652959,"Animal wise understanding the language of animal messengers companions",2010-05-05,91
133.8,707940,"New frontiers of the mind the story of the Duke experiments",2010-05-06,1
133.3,2655387,"Signos sÃ‚Â¡mbolos y presagios guÃ‚Â¡a ilustrada del simbolismo mÃ‚Â gico y espiritual",2010-05-10,15
133.32424,2656182,"Tarot secrets a fast and easy way to learn a powerful ancient art",2010-05-16,171
133.6,431784,"Lions paws the story of famous hands",2010-05-21,7
133.43,2653361,"BrujerÃ‚Â¡a hechizos conjuros y encantamientos",2010-05-21,27
133.44,2656169,"little book of curses and maledictions for everyday use",2010-05-23,90
133.5,1101476,"twelve houses an introduction to the houses in astrological interpretation",2010-06-15,2
133.5,2661798,"mundo secreto de Walter Mercado",2010-06-22,20
133.9013,2663051,"divine life of animals one mans quest to discover whether the souls of animals live on",2010-06-28,77
133.12,2664444,"Pacific Northwest haunts a ghost hunters field guide",2010-06-29,116
133.8,2659980,"Attunement to higher vibrational living",2010-07-01,112
133.9,2663566,"Messages signs visits and premonitions from loved ones lost on 9 11",2010-07-02,64
133.9092,2663576,"Spiritwalker messages from the future",2010-07-03,63
133.3,2664078,"What to do when you cant decide useful tools for finding the answers within",2010-07-06,105
136.7956,491325,"children of the dream",2010-07-15,2
133.88,2664189,"Living with intention the science of using thoughts to change your life and the world",2010-07-24,279
133.5,728109,"annual diagram as an aid in life a preview based on the graphic 450 ephemerides",2010-07-25,1
133.8,2666891,"7 secrets of synchronicity your guide to finding meaning in signs big and small",2010-07-25,153
133.423,2665521,"Is it real vampires",2010-07-29,430
133.43097,2665291,"Death in Salem the private lives behind the 1692 witch hunt",2010-08-01,73
133.532,2668486,"Astrology of the moon an illuminationg journey through the signs and houses",2010-08-04,129
133.333,2649983,"Huyen mÃ¢Â€Âœn phong thuy thuc dung tÃ‚Âm huong tot de xÃ†Â’y nhÃ¢Â€Â¦ tÃ‚Âm huyet tot de lap mo",2010-08-12,12
133.32424,2670265,"tarot revealed a beginners guide",2010-08-15,97
136.7,431587,"Childrens rights a book of nursery logic",2010-08-19,1
136.716,162488,"wonder of life how we are born and how we grow up",2010-08-24,2
133.3337,2664714,"Duong trach phong thuy",2010-08-28,24
133.4,334308,Witchcraft,2010-09-08,1
133.52,2664711,"12 cung HoÃ¢Â€Â¦ng dao mot cÃ‚Â ch nhÃ‚Ân ve cuoc doi",2010-09-11,23
133,388250,"I am discourses",2010-09-20,5
133.5,2665124,"Human design discover the person you were born to be a revolutionary new system revealing the DNA of your true nature",2010-09-21,90
136.7972,747621,"Tropical childhood cultural transmission and learning in a rural Puerto Rican village",2010-09-21,1
136.72,289188,"handbook of child psychology",2010-09-26,5
133.901,2676540,"Consciousness beyond life the science of the near death experience",2010-09-30,157
133.93,2676530,"Alchemy of nine dimensions the 2011 2012 prophecies and nine dimensions of consciousness",2010-10-01,91
133.423,2674881,"Wanted undead or alive vampire hunters and other kick ass enemies of evil",2010-10-04,60
133.9,2681317,"Ask your guides how to connect with your spiritual support system",2010-10-06,138
133.54042,2675738,"secret language of birthdays",2010-10-09,121
133.5,477633,"Harmonics in astrology an introductory textbook to the new understanding of an old science",2010-10-11,1
133.335,2681276,"Colors numbers your personal guide to positive vibrations in daily life",2010-10-14,199
133.9013,2680427,"Glimpses of eternity sharing a loved ones passage from this life to the next",2010-10-16,120
130,2678937,"Paranormal state my journey into the unknown",2010-10-18,52
133.5,857865,"Here and there in astology and What is the nature of thes event",2010-10-19,1
132,45513,Sparks,2010-10-19,1
133.12974,2681397,"Holy ghosts or How a not so good Catholic boy became a believer in things that go bump in the night",2010-10-19,55
133.3337,2678914,"Guide to the feng shui compass a compendium of classical feng shui",2010-10-22,48
131.33,86882,"Death and dying current issues in the treatment of the dying person",2010-10-23,2
133.55,787444,"Simplified scientific ephemeris",2010-10-24,2
133.8,2679098,"Infinite quest develop your psychic intuition to take charge of your life",2010-10-24,156
130,2681239,Supernatural,2010-10-25,242
133.95,2679213,"How to have an out of body experience transcend the limits of physical form and accelerate your spiritual evolution",2010-10-29,128
132,10150,"Personal relationships in psychological disorders",2010-10-29,1
132,89149,"Radical therapist the Radical therapist collective",2010-11-01,1
136.716,271093,"So youth may know sex education for youth",2010-11-04,3
131,438261,"Live at peace with your nerves",2010-11-06,2
133.9092,2683592,"barn dance somewhere between heaven and earth there is a place where the magic never ends",2010-11-08,63
133.43096,2671270,"Spellbound inside West Africas witch camps",2010-11-09,38
136.716,265522,"Ourselves unborn an embryologists essay on man",2010-11-13,2
133.8,2681984,"Infinite quest develop your psychic intuition to take charge of your life",2010-11-15,54
133.52,2674323,"Quy luat van dong 12 con giÃ‚Â p",2010-11-16,45
133.2548,2684709,"essential guide to crystals all the crystals you will ever need for health healing and happiness",2010-11-17,199
133.6,2684860,"You can read palms",2010-11-17,146
136.7,161675,"Social development in young children a study of beginnings",2010-11-17,2
130,2684817,"Files from the edge a paranormal investigators explorations into high strangeness",2010-11-18,105
133.43,2684803,"big little book of magick a Wiccans guide to altars candles pendulums and healing spells",2010-11-18,112
133.14,2670705,"Faery tale one womans search for enchantment in a modern world",2010-11-20,158
133.32424,2684850,"Tarot 101 mastering the art of reading the cards",2010-11-20,86
133.43097,2684857,"Witchcraft in early North America",2010-11-20,53
133.90135,2685364,"Simply reincarnation",2010-11-21,56
133.10973,2685378,"Weird encounters true tales of haunted places",2010-11-21,175
133.2548,2685313,"complete crystal handbook your guide to more than 500 crystals",2010-11-21,206
133.3,2685294,"33 ways to tell your future tune in get answers and predict",2010-11-21,124
133.90135,2684831,"Memories of the afterlife life between lives stories of personal transformation",2010-11-21,94
130.973,2682749,"Paranormal America ghost encounters UFO sightings Bigfoot hunts and other curiosities in religion and culture",2010-11-22,33
133.4203,2684813,"dictionary of demons names of the damned",2010-11-22,42
133.52,2685308,"Big bad ass book of the zodiac",2010-11-22,88
133.8,2684837,"Psychic protection for beginners creating a safe haven for home family",2010-11-24,59
133.3337,2684745,"Simply Feng shui",2010-11-26,206
132.1,750874,"unsound mind and the law a presentation of forensic psychiatry",2010-11-29,1
133.9013,2678930,"Messages from the Light true stories of near death experiences and communication from the other side",2010-11-29,98
133.9013,2685379,"What to do when you are dead living better in the afterlife",2010-11-29,48
133.3337,2678911,"Feng shui made easy designing your life with the ancient art of placement",2010-12-03,168
133.42,2686217,"Amityville horror",2010-12-03,50
133.9,40214,"Incredible alliance transmissions from T S Eliot through the mediumship of P M DoucÃ¢Â€Âš",2010-12-04,1
133.59251,2685750,"12 Chinese animals create harmony in your daily life through ancient Chinese wisdom",2010-12-06,170
133,163032,"Anchors to windward stability and personal peace here and now",2010-12-06,3
133.5,2674328,"12 con giÃ‚Â p vÃ¢Â€Â¦ ho tÃ‹Â†n",2010-12-07,28
133.6,2687523,"Palmistry the universal guide",2010-12-08,68
133.90922,2683620,"three dangerous magi Osho Gurdjieff Crowley",2010-12-09,104
133.9,2679212,"Healing through the Akashic records guided practices for using the power of your sacred wounds to discover your souls perfection",2010-12-09,159
133.122,2688201,"Haunted houses",2010-12-14,77
133.3337,2678910,"Feng shui for dummies",2010-12-27,191
